Customer_ID,Age,Annual_Income,Spending_Score,Purchase_Frequency,Transaction_Amount,Cluster,Cluster_Selected
5859,21.0,40796.51582078189,7.118395741633947,8.0,46.29647837216656,0,2
7331,34.0,54275.35277974516,62.13513468919251,16.0,72.85961080449505,2,3
9571,47.0,43809.83266824719,10.607694731580473,23.0,109.60032290438124,0,2
9684,40.0,40723.13709722432,14.74332588993422,11.0,132.12383924973068,3,0
8208,30.0,15051.95085407744,19.943125120724368,1.0,9.690142811817054,2,3
6276,23.0,63852.20535098558,36.985848684420944,23.0,91.07690486729474,0,2
3062,36.0,76245.40420065945,59.58686188139905,29.0,100.17791964059137,1,1
1064,8.5,29180.07589433885,34.02181374320006,1.0,183.19103665108327,3,0
9006,36.0,60403.93112194936,45.77444362626723,22.0,101.5934422776782,0,2
3568,35.0,59778.786429112464,5.681614275408492,18.0,29.970718097294863,0,2
6463,45.0,42281.02185602631,62.35602227171779,19.0,99.35713237050594,1,1
3027,23.0,38937.72334857745,66.04614478508826,27.0,75.9191979322682,1,1
3695,31.0,67707.56863182917,10.839624656944856,26.0,117.00602202638795,0,2
6258,39.0,66126.66236883157,78.7265984433266,16.0,192.0366137786535,1,1
6618,37.0,56772.34869968683,65.09849620853655,27.0,41.3827446948523,0,2
7736,21.0,42200.4576270574,49.483213498854965,25.0,154.84491846200564,1,1
1391,28.0,66341.83118406174,55.733127543973055,16.0,145.15487267904064,1,1
6892,48.0,37451.225091932814,50.80152772072677,12.0,132.71981515398502,3,0
4561,37.0,71309.55691669826,6.325501429045666,11.0,113.09194836323654,3,0
7184,18.0,74483.10833688843,73.77979663215748,10.0,203.72930233917424,3,0
4099,43.0,67722.20098375982,51.669253051173136,25.0,164.51271916234316,1,1
7278,19.0,55142.12258529928,18.109561496198857,27.0,70.80400388160649,0,2
9392,31.0,11789.114949388117,68.39235452093315,10.0,102.4572905711738,2,3
4104,34.0,47228.28851471779,69.81149500014345,23.0,45.739840570026686,1,1
8215,47.0,76473.20048255991,22.1360514718728,7.0,169.37894086196502,3,0
3454,11.0,64055.84701391915,79.85301219971987,17.0,102.36089674582789,1,1
9996,42.0,56529.71060270078,46.19396786222048,3.0,3.767585441055573,2,3
3731,43.0,39787.325654610846,18.880351638198697,17.0,-22.86002812828012,0,2
9154,29.0,65366.08848902589,66.10438032799087,28.0,72.09335704826746,1,1
6056,35.0,26405.48622641837,60.0759694889004,14.0,57.87891409660277,2,3
9110,8.5,47437.460834895806,17.870226256522038,23.0,77.84237073606774,0,2
4840,8.5,76098.19331995174,87.36254107798912,6.0,89.65299276683051,2,3
2028,46.0,37934.44602785138,85.59889893793083,22.0,164.81684855668357,1,1
8385,29.0,59137.83997002314,83.78821419774825,25.0,171.2393574525462,1,1
1502,31.0,23643.139697518323,40.523558037347016,14.0,211.6446548343448,3,0
7910,37.0,40216.96245362012,82.63765470087768,18.0,185.4174340261894,1,1
7938,31.0,52691.94227950922,84.63473552975569,27.0,131.47852184587236,1,1
5488,30.0,55304.30053204314,99.65748693911785,26.0,29.916148675059546,1,1
1206,38.0,81011.67325751961,95.8028571991912,20.0,140.104535256906,1,1
6134,20.0,42439.2376652834,38.90188616873272,29.0,21.11335404756035,0,2
6977,46.0,58916.54513634261,20.622220733221912,16.0,116.58399195480816,0,2
8721,32.0,58495.73972064501,29.9537768927812,9.0,25.589646573996475,2,3
8035,24.0,41167.26019273864,49.98334143992337,10.0,197.11768888293847,3,0
2484,23.0,64339.20312641541,80.7403057518541,13.0,119.20913896392562,1,1
8858,35.0,60022.58432268459,72.5754215168834,3.0,89.69889994464403,2,3
1863,31.0,45897.87007957779,78.98356312232475,3.0,77.43932783590108,2,3
3790,19.0,52920.536488099344,38.61271092587161,0.0,98.23509401276868,3,0
8408,28.0,35606.41718974298,25.443559784012347,11.0,63.64411947850573,0,2
9755,26.0,36716.19093135071,3.3888376981275172,6.0,100.17791964059137,3,0
6116,47.0,49676.64449399307,62.99217858580401,4.0,-0.2078895758529029,2,3
7019,36.0,61212.11318048212,79.70873584747943,0.0,53.95654532174997,2,3
2757,50.0,44997.35256187432,89.02490891491817,20.0,41.88483512588207,2,3
8574,34.0,40753.13812803132,48.14755045178764,23.0,126.04922162447708,1,1
7374,32.0,46539.17688090174,92.8369320425182,25.0,101.673695017139,1,1
7892,38.0,62429.25348359378,21.038794101603504,7.0,143.3303130807003,3,0
2678,34.0,29722.473034394345,51.92343419130856,28.0,78.956086930847,0,2
4242,42.0,62920.23533187436,22.163006742111595,17.0,105.6545978982297,0,2
5636,26.0,57679.62755535096,19.619475746010732,12.0,-1.669710020249397,0,2
2059,26.0,29651.3718179106,95.38542506823283,16.0,145.5461728130436,1,1
7668,31.0,46470.932378478086,81.95632818427968,1.0,163.33064258584534,3,0
4157,49.0,59541.07496784708,2.16818974768519,5.0,100.17791964059137,3,0
6915,24.0,21343.25024027425,27.58278651870724,28.0,55.97329872933211,0,2
3693,29.0,34470.17222449956,21.308389854318566,20.0,127.69506319769572,0,2
4627,42.0,27156.31792284057,15.56628383431466,3.0,108.77441435997888,3,0
6450,41.0,41330.28570793642,70.04383050709961,7.0,1.9858183575870214,2,3
2663,40.0,65565.97849010842,57.11694530221121,14.0,100.17791964059137,2,3
6592,35.0,61973.9674194636,45.93952250426096,4.0,46.628731627340805,2,3
8392,34.0,42418.8889073783,19.76020878554161,19.0,128.7548667601224,0,2
2306,28.0,65434.11436292138,28.484187571884004,28.0,101.42061366109276,0,2
7776,46.0,59951.02202999826,36.25400385343469,10.0,167.38113760413256,3,0
6864,42.0,69126.93796920768,78.76278589739813,7.0,56.81605731865788,2,3
8526,21.0,48671.81143485286,98.92975392378337,27.0,74.71933753727062,1,1
9901,43.0,58086.15646199392,19.213728412950704,16.0,134.4598729736474,3,0
6575,48.0,90721.82180021261,34.81074422043704,8.0,70.12710009672011,2,3
6530,35.0,45356.39860749112,28.739953107916627,17.0,171.15876626253123,3,0
5413,39.0,49025.26932279321,5.362672064635284,29.0,62.138258859028674,0,2
4748,45.0,47616.46835581989,22.70266683653088,13.0,129.41485638299008,3,0
1663,28.0,48642.44677163845,90.25978039509585,23.0,99.79564507490282,1,1
2998,58.0,58371.54219711598,84.44295970836724,8.0,67.13770404239321,2,3
8994,47.0,50871.629926234775,17.592134196360874,9.0,165.87383274358956,3,0
2495,40.0,29527.256611282093,37.25013824901274,23.0,47.350182290884,0,2
4304,34.0,50270.73306868338,31.769502471924117,24.0,126.57007741208815,0,2
4763,39.0,42105.35714379531,15.626339997361491,19.0,-24.845364273392022,0,2
6232,19.0,24072.21761060967,62.59861275414492,26.0,116.14133841275871,1,1
2853,55.0,67175.48347917684,56.17247827616338,1.0,161.1143017178232,3,0
7585,46.0,42022.02964965656,43.2721419410988,2.0,92.55982250968783,2,0
2291,49.0,55750.4970432308,85.69433448271384,28.0,110.61323560025129,1,1
4581,35.0,9570.548328893288,62.35142266127784,23.0,185.29817028847685,1,1
8554,31.0,57483.8302280022,26.66809457417324,4.0,152.8693167603958,3,0
8280,28.0,45298.79373234312,37.996768982787,26.0,-11.295962083803275,0,2
2636,43.0,26677.278035745137,15.865516248530177,3.0,72.77551996653271,3,0
4696,29.0,41721.21080701051,59.54595403790622,2.0,85.66797372899208,2,3
1698,33.0,39705.10702364709,59.07627970909082,26.0,115.617862865095,1,1
5737,40.0,61260.13091941476,87.14818491126772,18.0,96.80971503352345,1,1
1854,28.0,51356.4026602063,85.72585340315923,9.0,73.81692040976856,2,3
9164,45.0,27162.661476326542,83.85726131253483,25.0,70.54514440427113,1,1
6855,34.0,56577.55804222762,55.34627965045149,6.0,28.04016502227421,2,3
8392,19.0,18938.864529066133,65.54996126498689,26.0,49.55419309421916,0,2
7528,28.0,33123.89667138144,77.77865245285953,29.0,142.03158029496967,1,1
6249,48.0,50219.780706865895,10.076798264612897,11.0,47.588625182836665,0,2
6172,25.0,40635.52895381929,30.75919162260773,7.0,59.88677398804489,3,3
2707,43.0,67875.67303959424,17.739904339147515,28.0,27.100604879379873,0,2
6791,36.0,52539.83892291592,51.63530174026448,4.0,119.20645747079756,3,0
6535,33.0,59389.38407372353,83.92912770662817,23.0,148.00571771163135,1,1
5931,60.0,60001.0915224637,23.84048499532604,12.0,158.14878421802985,3,0
4510,22.0,43353.00409096253,73.35944998190203,8.0,80.53667091261256,2,3
1202,27.0,34018.69212073202,41.17657564226236,3.0,96.7700674855022,3,0
5218,34.0,49250.806679812806,90.40441513551262,1.0,101.43831075615851,2,3
9958,59.0,63008.34763539892,63.05216454381296,4.0,100.17791964059137,2,3
5389,34.0,46508.490678613496,97.67874755397068,1.0,116.4906203342954,2,3
3327,37.0,58864.30740582332,25.321307797050324,25.0,156.57319103985932,0,2
9004,31.0,49591.33931985443,92.47187944564077,17.0,149.7860364602549,1,1
3931,38.0,26702.69000475636,36.34852070015738,5.0,91.61593675839364,3,0
8777,32.0,27978.71870644939,62.57477876773753,25.0,73.27041155802087,1,1
1197,41.0,73437.10243101258,18.276313131276794,10.0,42.38553040069401,0,2
8125,42.0,32487.12306641288,76.21872689374361,9.0,13.140008808909968,2,3
2930,32.0,40436.11443338559,97.8467929696284,0.0,127.2297026796178,2,3
7287,23.0,63763.805719129,78.95518552281983,1.0,99.95956336122838,2,3
9800,35.0,32111.832293696018,61.963877506866815,20.0,100.42211004380616,1,1
5282,49.0,39747.30934991723,45.373183565893925,9.0,222.307121885107,3,0
3511,26.0,46825.29753871985,35.17839447286864,4.0,179.36362608342307,3,0
1659,38.0,44865.5160661228,42.48224903533311,25.0,102.15431951054128,0,2
3811,22.0,35442.14447920527,33.500542963735235,11.0,110.43351814693176,3,0
8098,24.0,47097.23436217436,83.43827683349093,18.0,44.541078443674635,2,3
7546,48.0,60186.27537185972,89.41800119952231,20.0,132.27979915419257,1,1
2986,41.0,48156.46318427898,95.01611088526413,24.0,111.4512541248432,1,1
9338,38.0,40122.97816521855,42.417869868877176,1.0,55.86815227715676,2,3
3911,11.0,64191.4647331763,55.07570114007415,28.0,112.47909259361931,1,1
2734,29.0,75596.87889196226,58.1126466832064,5.0,152.1141946139166,3,0
2843,41.0,64327.1133045136,65.45772956045553,14.0,203.38362534693005,1,1
9680,20.0,33150.97471371211,1.2431777482954232,7.0,24.363478154862378,0,2
3976,31.0,33549.09724872216,84.42627747193319,15.0,42.775299669942726,2,3
2959,42.0,56554.94717360278,27.54592474921395,18.0,95.0099270429835,0,2
6759,19.0,52565.68894893559,47.74424280588199,29.0,111.51385889038716,0,2
7694,18.0,31628.35506507514,84.31525744747321,17.0,184.05320234856373,1,1
3385,20.0,54296.50907489136,99.68875854811829,26.0,100.17791964059137,1,1
5736,38.0,51483.03426501949,79.69346697376639,16.0,-3.684940109465316,2,3
2802,29.0,72168.77673779649,3.4584904913116787,28.0,78.85924962218357,0,2
9155,43.0,43467.54969361663,37.506662907309696,0.0,24.063258180491303,2,3
9120,36.0,70799.03683703754,25.47385297716748,10.0,34.74160179507906,0,2
7616,53.0,71456.26247603375,96.4490415576385,3.0,129.1833095095862,2,3
6534,22.0,39904.97119325047,27.15866273128577,27.0,107.00287725068482,0,2
5061,38.0,55310.53440815583,94.39166884360486,5.0,182.9893545711682,1,1
1262,27.0,46828.149359671246,93.81423383668816,6.0,29.608139185170216,2,3
7287,41.0,46213.774322163714,84.10162097960574,28.0,98.73263740045556,1,1
9815,36.0,53693.62957504878,10.709104903125827,7.0,72.95996975520296,3,0
3049,25.0,38151.00389206434,1.1975275726419738,23.0,178.6848791636142,0,2
6423,33.0,26070.60679067703,79.59442533715765,9.0,55.10494960035757,2,3
5548,35.0,42020.750364912616,84.48660670153532,29.0,110.81724006689586,1,1
4108,29.0,67713.20862271822,96.2559876299298,16.0,30.437113226330965,2,3
8158,42.0,46950.3160750241,22.619878533825137,11.0,172.38748562623,3,0
8400,24.0,49651.34022447292,73.58150032450065,7.0,191.85809545825688,3,0
4170,55.0,61889.74204622009,52.38737732568824,11.0,65.13789592406008,2,3
3255,44.0,26042.5445832768,33.5197383144114,25.0,59.13412356496759,0,2
2154,38.0,56586.61255735999,61.02280999584343,16.0,113.19116635438114,1,1
5499,60.5,75047.80247912288,55.27173996520859,2.0,59.11047111624722,2,3
7295,34.0,51372.96524829966,29.9371455285223,13.0,157.32636577477317,3,0
7197,41.0,21155.31610991928,27.57778375104837,11.0,122.81217342267882,3,0
2648,37.0,48854.13293453436,49.17144219057986,4.0,163.3538764163427,3,0
6539,42.0,59153.25723316967,47.92961434012186,12.0,45.95555753208681,2,3
5199,49.0,51681.11797486759,30.90321761363164,10.0,31.21291433687759,2,3
9445,40.0,54086.78670286393,27.109384645996503,15.0,118.26840797848098,3,0
3557,45.0,55889.1444216172,95.47643350495602,25.0,184.48519658545848,1,1
6592,29.0,36016.353912607665,86.37467996979265,9.0,53.21177204811724,2,3
1098,32.0,37891.1959156586,81.86113143702883,29.0,123.05317303418984,1,1
3200,51.0,44455.34524482309,22.214093099023653,27.0,66.87113244146573,0,2
3961,40.0,55890.099702169646,19.73981246359431,23.0,152.9329212219242,0,2
5973,37.0,32163.751123032704,81.12357281151174,7.0,55.79141829921036,2,3
5433,27.0,80845.06016647833,19.282760421532537,5.0,113.75193143008477,3,0
3869,34.0,13648.856383647806,50.85005763974858,19.0,156.032191886356,1,1
1956,27.0,24399.128183188637,22.920756890255078,19.0,32.78432684315263,0,2
9352,24.0,58305.0845085751,38.428908583345056,23.0,130.1130316356753,0,2
6699,36.0,57013.22858709632,85.49196851354476,26.0,82.12169386206139,1,1
7944,10.0,48914.42093941473,89.25041598201003,2.0,142.36886318521516,3,3
5493,41.0,60142.9894577057,99.67124583729756,23.0,118.44845424754254,1,1
5911,38.0,58515.5291085288,94.44652372149308,19.0,79.11642000063294,1,1
4987,31.0,50001.20344678993,67.45382171418778,9.0,95.31213092535192,2,3
7015,32.0,54023.55042875637,43.74087342556649,24.0,8.128347002808738,0,2
2218,33.0,9570.548328893288,6.71154515390225,27.0,143.50013470309298,0,2
5496,27.0,48002.49568831486,61.20844523684447,17.0,194.9907240006488,1,1
5735,36.0,49284.60213312444,21.857385538400518,9.0,72.82525609028107,3,0
5555,32.0,78692.44364172526,85.163492099131,12.0,98.10789561663326,2,3
9050,36.0,37614.85417746224,55.34098905562231,13.0,178.62090441324204,3,0
4446,33.0,49462.0182969824,73.61666660671757,0.0,10.27937016351082,2,3
2045,31.0,71354.51534448759,67.67600843401559,19.0,125.1826892132583,1,1
7893,37.0,58401.691160662485,35.38578799130197,14.0,183.6853767671499,3,0
2693,42.0,50377.47374538841,76.1495189710498,24.0,68.50837681975725,1,1
4436,29.0,64434.81287697574,84.49414914303297,11.0,72.90060789356396,2,3
9754,38.0,38109.156537304414,74.66891320049578,15.0,166.42326324709757,1,1
6895,40.0,75879.62899740155,77.9038712521054,6.0,45.43868488952785,2,3
4354,22.0,59637.4318846939,36.64153842700643,13.0,143.0971021439472,3,0
1225,44.0,25610.54354505638,94.42510534207548,8.0,118.7752680359902,2,3
5893,34.0,40921.84727803638,43.032639717251534,8.0,156.76690559218162,3,0
8022,34.0,17637.00704796923,89.80797163609998,9.0,93.62517823045653,2,3
6600,33.0,61936.57088550426,85.92312959099355,8.0,100.17791964059137,2,3
8996,32.0,58452.63993782916,13.308766562464413,24.0,80.75216567467061,0,2
8683,41.0,43095.865375275534,96.66078539957014,29.0,26.322712606095138,1,1
5642,40.0,68005.35638131507,99.63782685295364,15.0,22.954427911787377,2,3
8679,19.0,48747.07451013421,61.00850515617107,22.0,45.41584821951443,0,2
9208,34.0,89350.78018692396,78.52789503513486,7.0,133.81474820371534,2,3
8339,40.0,32008.46979437305,93.43501671762982,27.0,62.44596372847787,1,1
3205,33.0,59625.34958953764,2.9824146564933685,1.0,99.05517343029696,3,0
2069,23.0,44038.97273594721,93.06901240550016,24.0,104.54191666024552,1,1
4444,50.0,39844.38474013023,63.10924763815168,17.0,61.26386775081436,2,3
2060,27.0,47404.042502478434,83.01718363655903,23.0,107.81587083114805,1,1
3327,35.0,55505.03274869697,54.53150502896746,17.0,147.0479186595838,1,1
4420,33.0,50874.48976474085,53.52405789995812,26.0,101.78758066417376,1,1
1301,24.0,60165.241676287245,89.85430236871639,11.0,145.92300958537624,1,1
1606,36.0,59104.641385710034,51.23972864199277,23.0,81.14153139562666,0,2
4170,38.0,71771.36486388546,47.70714873095878,2.0,113.2781511506634,3,0
1699,30.0,31981.76533791366,61.21069203441075,1.0,104.85729382397888,2,3
6088,31.0,26640.050056374374,52.33842813507346,5.0,153.68921953111965,3,0
1190,41.0,48983.50981756554,45.18240865770677,5.0,121.23250012293204,3,0
1980,15.0,38095.93650164915,18.871858994551737,16.0,67.89955278753297,0,2
3975,26.0,63109.13420707936,40.34264822618034,15.0,124.392993982549,3,0
7102,37.0,33982.59391583127,28.922524382600045,22.0,52.18590762618064,0,2
2184,34.0,41755.597197709925,40.64600792500186,27.0,120.19480288920128,0,2
4327,29.0,45014.81111092553,59.72267123598544,12.0,98.4702857793014,2,3
4394,44.0,76482.95118066008,61.27632197264365,11.0,107.49740587923756,2,3
9319,28.0,81614.46993053911,24.62748635097816,10.0,97.99784263575413,3,0
2816,54.0,32878.96472806216,9.363386014980598,14.0,69.55517555513201,0,2
6854,17.0,17064.232900877178,74.69933121438218,27.0,63.36033054942018,1,1
7709,12.0,41390.303098351054,53.328498581896405,16.0,154.0303319588865,3,1
1569,43.0,49446.03128412434,44.76803361406264,19.0,194.1089784319445,1,1
6442,25.0,49377.18915062564,13.829951411649716,28.0,113.54004534179587,0,2
2895,25.0,48736.92487336143,42.05171134374134,21.0,101.58892445466226,0,2
3733,44.0,62238.59727304078,81.99936624543439,23.0,100.17791964059137,1,1
4863,30.0,43957.92418204663,58.56212731699089,26.0,12.034706764130448,0,2
8455,44.0,53200.24891269698,10.006575760855526,26.0,19.60689132369356,0,2
5014,28.0,59670.21837927432,33.89523817960858,7.0,126.53225353073518,3,0
2686,38.0,53291.2699981537,98.00040056544506,25.0,11.228692968266785,1,1
4009,29.0,60135.6127776272,54.90623966880521,6.0,132.91858063175368,3,0
8806,25.0,24381.09457281066,29.353211879994337,10.0,45.134187976572505,0,2
1154,52.0,51717.292376108606,91.43102987399013,20.0,107.98061456465987,1,1
2409,46.0,53446.90912331835,34.26406276633546,28.0,79.61711633965947,0,2
1784,27.0,47516.18747785946,73.2608261154157,21.0,46.96799268994967,1,1
9096,33.0,41035.16556603866,15.574830066093838,7.0,30.777102309874167,0,2
8560,49.0,56917.76788916216,16.492818295795068,18.0,13.842065190392589,0,2
8343,25.0,51844.14547080852,56.57008801255669,5.0,45.897620079838575,2,3
8206,25.0,49211.10663507736,24.74250853892838,19.0,211.19653620950703,3,0
6596,39.0,45074.13743709239,5.883876566306419,28.0,165.2028289408532,0,2
6801,57.0,45661.38182188673,92.72007855759108,18.0,109.09319204885053,1,1
3806,35.0,38519.2421131878,6.542965312843748,18.0,81.67998377290498,0,2
1537,45.0,42865.95872251094,72.02635078287085,3.0,70.66867177514314,2,3
6986,24.0,35911.066334122195,33.96559644704851,21.0,105.48643594633288,0,2
2841,38.0,44192.255620937794,93.41699154592064,14.0,71.45914943800699,2,3
9716,31.0,55464.74633884856,98.61918652816928,26.0,71.12230174292561,1,1
7971,53.0,62295.912278476935,34.20763448177556,16.0,124.33460464327057,3,0
6625,50.0,49231.905139967545,59.51957514074274,17.0,49.529978098323404,2,3
3950,57.0,48817.11715183263,77.52549070252422,28.0,-24.023985495534504,2,2
8992,28.0,52159.26939315573,13.217525648345251,19.0,70.752803501289,0,2
5780,35.0,64750.29844739095,71.23676808341868,11.0,172.5986266365495,1,1
3368,38.0,46625.03107533171,90.71355095715042,9.0,18.5853500405763,2,3
7655,28.0,56943.79885141732,18.67175217993043,8.0,38.0809097792222,0,2
9173,36.0,55558.65307343385,84.03229904150665,7.0,68.172223387655,2,3
5495,44.0,40646.51713012983,12.444743794422763,25.0,20.105704594556755,0,2
7002,29.0,60600.34860683579,57.26186795768468,7.0,175.17812012454166,3,0
7614,27.0,18917.38440610463,34.59700325870007,10.0,104.89079316334303,3,0
6919,27.0,65926.0776681122,47.69987019671461,22.0,11.074434329838297,0,2
1853,21.0,32088.249649705107,30.762586275842228,29.0,93.59956660607838,0,2
5146,43.0,47914.57818929621,26.793397789733284,11.0,98.03983523024516,3,0
4769,27.0,62434.586611608334,74.57077980086592,21.0,87.93473511803033,1,1
1574,26.0,43594.65209066127,23.08820826134975,29.0,91.72347098307976,0,2
2148,40.0,53512.58077084196,41.43289137285828,29.0,93.5370574969547,0,2
7293,34.0,62677.41198359283,28.181150852365946,22.0,115.49151021780165,0,2
7457,29.0,77723.29716200868,24.624873327699,5.0,118.67013250570336,3,0
8509,43.0,49774.302671220685,63.08251499105135,2.0,25.149644663575828,2,3
5777,29.0,52696.879329411226,5.497433009544231,14.0,103.00886916313335,0,2
4854,13.0,50606.9449043484,79.10097496336715,27.0,109.07114990031688,1,1
3491,48.0,46681.05362348442,55.07717233138543,5.0,69.48651837554948,2,3
4124,26.0,29814.08783586089,83.01530221462659,27.0,185.2992285690579,1,1
6691,27.0,33187.805046758585,22.088582356414683,6.0,95.84223155247514,3,0
4051,27.0,49785.78408780714,71.23119804321503,5.0,125.19833639474392,3,3
1004,35.0,55116.37890034924,42.63780030175028,26.0,77.54932306620069,0,2
6222,32.0,68921.39694092289,8.603593739404594,1.0,84.79252593028228,3,0
6315,44.0,46854.16291107008,75.49516282902084,5.0,117.12770266893877,2,3
5869,51.0,72930.0707743016,76.45653630454538,28.0,30.772739157826067,1,1
1876,28.0,31932.3843308565,27.820769723157984,28.0,137.2500370132306,0,2
8027,34.0,53152.30997900997,91.6885558768536,1.0,38.44163289740036,2,3
5142,29.0,45991.8009594512,76.63300987990576,0.0,144.06371302215348,3,3
7966,39.0,30311.97483912144,31.368979543215545,14.0,86.58115512185171,0,2
8079,33.0,24603.7013370113,24.67178529813546,9.0,203.03587644604812,3,0
8987,34.0,43479.85918127939,44.56886601566909,9.0,149.14469613178056,3,0
7799,22.0,44602.96677902326,29.986191663013223,9.0,149.3956505442645,3,0
5465,12.0,36677.73057618333,22.48528233753623,4.0,100.17791964059137,3,0
